time_min,replicate_1,replicate_2,replicate_3
0.0,-2.5034668572773366,7.813356094571065,-4.523807277554231
10.0,201.5344641003897,221.97092273363242,192.1900857003721
20.0,531.2042651804248,672.8203707793025,531.5605302863214
30.0,664.884633431186,780.395789535514,698.7536130072219
40.0,803.9590810863709,905.3328872749337,654.4229921077301
50.0,807.3538834582445,778.2164662017002,696.0561279441063
60.0,740.8543303724225,669.7871010441714,624.4726819980893
70.0,731.714695376155,606.7119678906644,734.8380422304499
80.0,755.176021381641,530.0165072708711,691.5831954750784
90.0,606.83614263843,748.3604568645636,721.2746976531017
100.0,701.8882463140029,654.6988936792263,808.8858089060279
110.0,663.1177326035693,557.7797939792913,628.3599796185094
120.0,572.2125167418342,648.2606295809932,534.5614067591822
130.0,622.7240929125062,544.0873893558984,541.9776454006624
140.0,593.1272320039617,609.946422077304,529.7918556373414
150.0,605.8074478499485,623.2827518181327,588.15028272613
160.0,576.2550414913338,583.8919451887776,613.6775182755434
170.0,642.3302802779192,672.4121292758387,521.0689101020682
180.0,537.5847054773992,674.3304902478973,531.1131638774498
190.0,510.4749366160208,554.7604855011427,660.7219906602618
200.0,612.7940921259996,467.0456532842355,478.2995801902757
210.0,537.5337867022712,554.4591855343031,436.07808637234194
220.0,515.565081970436,635.7555851545932,526.5210165702787
230.0,511.5504451849424,541.0261773906867,524.874022690913
240.0,509.77752565689974,521.5465088380429,524.5625528361946
250.0,560.6903010845998,492.16897381398843,558.3748260181991
260.0,446.7415741116463,447.23302825677376,547.0749233077422
270.0,573.637412203943,567.9838710988379,521.9372359798873
280.0,459.2240090902968,464.255878912982,462.22645076418445
290.0,506.33157074421314,515.2661890829693,355.4725652387759
300.0,444.6782881328833,534.6946557023476,428.3595944929985
310.0,482.0595540059285,465.9243299643412,396.43219172336615
320.0,484.07102571205127,517.2012332067418,453.9452602626165
330.0,428.03211788831317,426.74726325399024,517.8043198959499
340.0,420.41098749167287,340.7729040797113,410.94047927033535
350.0,435.5902085077645,428.6689212295278,489.92191524397333
360.0,365.99025880550346,399.00924365817656,509.52076494555905
370.0,470.62169059529054,463.98610573316313,406.1016300130423
380.0,400.53256954233757,365.35738272829514,386.5440486118481
390.0,380.30791795351547,390.7233260909343,479.2194426646347
400.0,440.8236775306333,417.9582379009818,423.1158822422331
410.0,497.5862086208291,424.95371091914706,466.74766416659304
420.0,377.5200314352378,413.4359526027814,491.4147755411885
