time_min,replicate_1,replicate_2,replicate_3
0.0,0.9248232029723945,1.3119948255159102,2.586983759764285
10.0,337.3029288559796,286.64837755830695,312.66128360201867
20.0,534.3887985245175,644.2709392402757,672.6962259782854
30.0,795.0921700816468,751.2047513180363,684.6873995690113
40.0,795.6756440957216,993.5654316568194,910.3692601774742
50.0,938.3802436650345,737.4208952254388,762.3850184029518
60.0,773.4919488474062,819.3395458813626,862.048972645118
70.0,801.1971280224578,919.8125817627612,532.2362199643796
80.0,745.5878389953492,735.431491850409,749.6969830775749
90.0,671.0917471452336,663.9903791321423,688.103381898982
100.0,668.7351897341747,613.5989941410076,602.9327345589379
110.0,646.7551955944376,699.6593563397412,725.3535645392396
120.0,646.2663874115816,657.6734488323253,567.3021833355848
130.0,652.0343646992877,665.1366228516132,543.0047616651831
140.0,673.8057564844054,564.9510999075441,592.1064386384026
150.0,515.6785657956492,598.1415120062784,561.3207736847805
160.0,606.369027196952,515.5723970810782,639.9378838055098
170.0,506.20295286199655,619.0492153811557,568.3647826366515
180.0,602.3594338248298,624.797464245301,563.9669907266413
190.0,555.9549595601219,647.3379432827846,672.5304984072883
200.0,566.2470749571781,543.4861344233254,405.16124619838865
210.0,466.8739366044336,523.3760297291766,601.4492976712081
220.0,631.9617440363115,595.5110916045905,589.0050409948354
230.0,413.0372131885335,519.4682406508477,538.6884756695321
240.0,457.51075339162674,534.7748129089221,455.3558894062709
250.0,546.202537136012,541.8181807171239,464.88494237885817
260.0,547.5418635100534,472.0691081322607,349.8228895244556
270.0,495.61091805611795,422.88975277886965,582.1454232119775
280.0,385.60261490197485,417.1028030567408,440.7627808385403
290.0,388.4565079843882,522.515443009839,455.9982913692687
300.0,468.52388768417524,407.8088317125409,408.1424532116166
310.0,453.39388112433267,457.2747096249624,487.8146589037052
320.0,503.5391288738834,477.16462498005455,368.3738346308024
330.0,395.63255102716596,436.83954550960624,448.4407743322361
340.0,367.20536919412876,435.2615325847245,464.14993067986256
350.0,406.63454560726956,425.01005718333755,410.03744830905913
360.0,451.70651315559246,431.79388222320983,505.3974995311877
370.0,430.4218608282993,416.1990320647303,469.0326175978518
380.0,500.5167143848372,524.2348210444104,491.13227485021133
390.0,475.76666652031594,502.60837057056614,484.54934700550973
400.0,403.89337374972365,467.0562608086332,477.3447249862565
410.0,424.4066569549421,402.8439316488288,481.13170225378434
420.0,463.29510475231075,496.0523655724608,470.2027784664022
