time_min,replicate_1,replicate_2,replicate_3
0.0,-0.6067137048711758,2.2916927070454443,-8.765396478461241
10.0,288.74489012835744,248.51278710586791,250.98207986841922
20.0,685.3368625563414,621.3689014968784,688.5777565807964
30.0,809.106204645927,773.7058190854499,779.4345600199125
40.0,890.1548452789217,750.5166500013851,790.1699502000456
50.0,897.1866110289401,821.0389923224706,657.5650688143905
60.0,809.8619295533191,751.2419808001183,759.6029400249878
70.0,686.9504772743481,787.8191126801127,739.8514864927123
80.0,799.9212784910688,681.923319721664,729.334117876349
90.0,729.5182561996738,804.0951415078395,676.3255323439814
100.0,756.3561159442825,704.756848065218,502.60032908623157
110.0,687.7007517050224,716.4410425825702,732.2378516815676
120.0,677.3774564119491,552.6805353882904,724.1994785203052
130.0,734.0203292930723,614.3972587960594,607.8852153651849
140.0,692.366973010223,626.1704514943422,690.3960764825905
150.0,633.0253610637799,592.8179692795964,689.4081137979648
160.0,660.4682544444739,642.5141689726178,599.6956145242984
170.0,566.6205881834262,532.8750394799818,466.44060370465905
180.0,584.4257411191913,542.1482020174167,566.3317613235454
190.0,593.746241082959,604.9228344227437,543.7981056327756
200.0,467.69586355625734,556.7930661959089,594.8254303170313
210.0,461.22887226519475,524.1841727263625,484.8862193979242
220.0,544.3666592643765,577.3713822877618,531.4017452715674
230.0,447.1931270247604,611.8222077995562,563.496076969073
240.0,570.0107029448988,564.4154829556438,484.4200272993505
250.0,539.5803202585621,505.1088378628756,471.0997655640584
260.0,506.37641152692896,427.61972351235204,532.1446598420026
270.0,536.3501965564142,486.8251497788229,448.15455394641447
280.0,535.4205270268865,503.2269255691652,569.9573163365657
290.0,409.38754759648083,505.5980081307541,350.77501229674607
300.0,446.5431584003766,509.23089850778103,475.4943389723429
310.0,465.0827779814038,424.76001803297527,362.0502313158264
320.0,356.8456252970181,450.62283203954377,476.30796248598534
330.0,511.1071431536075,404.9704494009456,460.5674272852598
340.0,408.2960600552617,405.95318510971003,424.6472186040156
350.0,400.00725613984264,490.22116030340885,389.3532418866594
360.0,356.47973141378776,406.463046594776,357.20930429123405
370.0,390.517156473617,356.84657801519114,418.1522031477394
380.0,395.6551032093093,283.6062572508502,344.76974227231875
390.0,490.62852650598546,379.5516134789639,353.44908551990386
400.0,486.2045854708393,416.6008663334507,410.6270826085927
410.0,395.9819986190636,326.1512949009685,398.3152573118433
420.0,392.54411622401113,393.6181856004683,413.2467530797659
