time_min,replicate_1,replicate_2,replicate_3
0.0,-2.800091745028678,5.312429858045265,0.6993132788852806
10.0,299.8509571982263,309.5849810348777,337.6333904102866
20.0,907.3005268774889,556.0593079717393,717.9244984296205
30.0,712.0417741202832,756.1432544166007,730.4378509793708
40.0,688.0577585986658,714.7565661939096,658.6126625366737
50.0,738.7239756715958,685.1120932189125,681.3663386471045
60.0,760.956147023472,729.475651859487,678.225113232597
70.0,660.1936116294703,763.8000798460929,737.7350035548991
80.0,692.4049715828809,615.349378479809,647.0446422497644
90.0,699.2624573988454,725.8573598591437,702.0464493267632
100.0,566.841361292231,654.3570174548611,593.9755578257664
110.0,673.0947276849346,671.2892780060354,684.8563503662355
120.0,634.7729255066639,672.4589812530028,555.6057666913003
130.0,558.0585904456382,583.1736008654925,648.8864228439376
140.0,740.4673171313834,640.1232236348853,571.0436459164519
150.0,520.8974945267731,607.4468069597344,724.6092346719156
160.0,438.9588916516321,689.9333944787744,592.3688010453515
170.0,610.3390083781777,531.2968261979094,628.9308068967379
180.0,567.6770542806244,593.8128619362013,603.8012656686528
190.0,652.5795002208803,600.0493241019211,720.464616864559
200.0,481.54591933595907,600.4044164472066,500.4922170880195
210.0,698.4299566487596,649.4277805052499,578.9926119053889
220.0,557.7385659477146,617.7788354437466,523.5859139614982
230.0,466.5286676362202,481.2031321114954,625.6087002296536
240.0,611.2955282146357,555.6407134902388,466.83910268572527
250.0,513.7966860083513,536.7512280788143,483.4132748881739
260.0,506.19742622854585,517.7770538511083,575.9487462747752
270.0,415.2847459884573,514.162257883288,496.6506021448442
280.0,457.21685571294125,491.0488371678676,504.87043490771015
290.0,502.65587806452254,560.9346402108823,546.9219503398499
300.0,416.44385437924996,491.06677362382874,551.2553201458867
310.0,446.87315349766425,456.39191855111744,445.1553994709656
320.0,409.72915887034947,400.42972761870607,528.3587406464284
330.0,444.09224891410037,474.224807549168,458.5180947819817
340.0,338.54723085334297,376.44122267807955,439.42413784003895
350.0,380.5916121858588,508.18808210709085,439.4619654984078
360.0,446.86636276976355,359.5805029926615,433.5605298537815
370.0,540.3024952752681,462.81347187148316,480.1477934005931
380.0,440.0532773775716,455.17176933216047,362.4230259688822
390.0,389.3588497550619,301.6799943142407,425.63167582283717
400.0,432.6124491078469,337.5068253413122,399.9628213290372
410.0,372.57816405264714,405.5038054287195,488.3919705827977
420.0,404.8552778580502,403.294428395458,340.7367510358649
