time_min,replicate_1,replicate_2,replicate_3
0.0,5.057501462572793,-0.6181552367618122,-0.6989560589882466
10.0,926.0830213115696,1039.2884205890705,925.1062215970725
20.0,1000.0657376057962,935.8310237831947,926.1815529007074
30.0,1044.8972590443414,964.071873854973,924.8593710021088
40.0,919.7878692410477,993.8649184681551,900.4173418032964
50.0,895.625258560397,816.6217988375267,944.1435808903809
60.0,632.744171086041,832.7756127516618,777.8476597557776
70.0,929.8890934783594,703.1387116832123,879.6348171685612
80.0,796.8536558478025,868.5237697097117,711.7452692562337
90.0,697.185557422728,786.4758773303539,829.2392218586127
100.0,594.7721811046337,817.7478078689978,767.7885578461103
110.0,685.5038398279459,806.1724765411601,729.0285793590506
120.0,646.6809427186405,699.3742212788798,706.062381709206
130.0,601.0081880472223,793.3436320063106,703.4047017476457
140.0,590.4353374142102,738.5278507314666,634.1087093718045
150.0,664.9698055975714,784.7020744339907,665.0597896584667
160.0,732.8983020203426,654.1636465724408,608.3163223703464
170.0,600.5749931098453,665.3216451036881,645.4940462867493
180.0,490.5793433254662,513.7495784392144,595.1716828222771
190.0,468.7546743813094,565.3502767652262,590.8344886922467
200.0,620.219945817961,552.4138795162642,342.36301115667715
210.0,575.9428806871831,480.5503276520235,553.2379836783019
220.0,560.3726261287318,572.1567393661592,515.1762501098609
230.0,586.967895261124,478.20788260575154,525.4495718783082
240.0,442.8483856606258,578.2910295186481,460.99029225868594
250.0,510.99498236604353,491.64126956821997,398.3044349020451
260.0,447.4922152002164,506.3305840603797,440.37901559491286
270.0,467.4359373624705,498.8268178581101,468.2168770094575
280.0,409.91795741289053,404.4826586923736,472.7925423688636
290.0,442.2129143021565,470.2461017571469,437.4833191358308
300.0,471.57283207727903,423.1021441194494,442.50942603045627
310.0,399.78827304849466,392.53574610417917,419.41311881929244
320.0,355.28410220992095,380.5638720357729,395.7698093855381
330.0,344.5323417368955,341.061533803412,353.74625937128013
340.0,365.1570693573889,400.62338589805773,395.3139569557179
350.0,378.7113198158796,363.66450649077433,352.01902922499744
360.0,346.4662070608452,273.235822361303,381.4903403047539
370.0,304.04437410318434,402.2538273604934,318.35934361192443
380.0,343.3814498404371,301.2653308441347,262.83647639344275
390.0,306.49080357105794,343.479432774718,289.0931933454817
400.0,346.29677743382155,300.0072179308374,284.9004030142701
410.0,280.7204898865024,305.0771147272581,282.9637855018803
420.0,343.09431285816794,281.54806478387735,320.8453406684752
