time_min,replicate_1,replicate_2,replicate_3
0.0,-0.8463689500291873,-8.490112160197356,0.9602053453838773
10.0,226.67938512972339,187.73939128975815,181.77839066276675
20.0,438.9381672181434,599.7843750005836,642.9975145299134
30.0,747.9731954460987,683.7939571208271,842.2947763430536
40.0,799.3690797606675,804.3804989948612,842.4200453605365
50.0,800.1125629477136,706.3613517613029,851.313817376718
60.0,622.7129565174124,830.1811533876623,782.3094590531703
70.0,756.0085950110671,811.6467904853663,673.3608437189584
80.0,656.6227964997623,862.8841329602225,705.5405256572454
90.0,755.6166638598421,685.4590495086643,709.4168310492068
100.0,750.8185519253383,582.9752863750759,548.121881120726
110.0,709.1754069863075,658.9825766656957,554.9622591960405
120.0,661.4076771339983,569.8330334224015,506.4892726380277
130.0,633.6537081047185,638.5562675475026,527.9434492873764
140.0,494.20273533762514,615.8775165555662,653.3502234303805
150.0,580.9293251582047,575.081939766806,428.6914191834299
160.0,583.9092949891087,641.4381583911156,614.9612309390726
170.0,540.7880580972713,573.3876751159048,643.3639351435864
180.0,477.63629127061284,524.9348373282717,604.8155781067638
190.0,657.1765769613693,535.2917724304223,660.5493013385226
200.0,590.6507796843349,660.2458884161937,535.3612895369404
210.0,507.2946962273447,530.5147664895932,389.3697516866925
220.0,528.7872268679126,578.4125607707949,545.2957046025864
230.0,642.1383686712941,600.8008286814272,519.4225081415677
240.0,525.5113756091308,645.9047650633081,459.18015326030513
250.0,539.5689399351022,486.0110758507643,518.1276339693198
260.0,360.79708935761533,406.76594504832894,503.9440410919187
270.0,520.2192387593403,590.5539988378648,501.56871455879826
280.0,456.0858338665956,546.203362354802,419.86381723636566
290.0,474.3793487239079,468.6351762195536,509.7549527662671
300.0,480.04160132703356,505.23449406273033,409.94384876658114
310.0,502.263615784401,477.0864286702086,519.1987238527032
320.0,473.60832260814107,378.025339161096,446.00589323608017
330.0,505.89646455987895,450.7898834296367,552.2772280686842
340.0,477.42525552190205,555.1492241391555,435.38283090277196
350.0,466.3934326716733,397.91974738969895,571.9148250814603
360.0,497.36208822770396,377.3445825373448,420.7255933692571
370.0,473.9741982179966,405.66866319453425,449.4925192635767
380.0,442.7036500119102,400.56218798320623,431.19676103925104
390.0,406.5160059376961,499.16098411274044,348.0143828119314
400.0,363.23079385439377,402.3156575316312,455.18267941589096
410.0,445.3348696176426,353.3428767412632,409.74204952956234
420.0,425.706353239261,411.03566682125603,476.311557757675
