time_min,replicate_1,replicate_2,replicate_3
0.0,6.453438348094988,1.9113135003848605,6.785225131243583
10.0,1122.7308888988139,986.2828645625174,1012.4994211325542
20.0,998.067745202564,937.5737599997192,976.0990965351162
30.0,1032.7532924870488,1002.2635351864596,1014.3857769372208
40.0,824.130042403627,818.5947068806264,956.5345917943695
50.0,928.6514112342113,865.3631246321678,914.7985792198051
60.0,867.606140999572,935.3904708171953,945.3048622813009
70.0,666.528270376332,839.5192371254202,852.1073910952015
80.0,826.2181189181429,796.416045686741,786.5134384218064
90.0,828.1469475146114,866.0236065477825,819.5505140340283
100.0,657.3562355396642,849.1988258112324,759.3471534428136
110.0,537.7207486328406,638.5001994161989,751.325938929031
120.0,633.1248206541609,672.3154839825526,691.520453531189
130.0,701.5997195350672,731.7356327668042,637.1759540003148
140.0,643.706313667491,668.971382695584,656.5525490973389
150.0,627.7478090593803,507.74566694042653,640.1846497144226
160.0,701.422503086994,633.6643599916084,592.1253276335007
170.0,641.316218279713,648.2889305608569,607.1955224321288
180.0,701.0761972363035,681.164578472264,576.4884939331181
190.0,515.6371768199409,660.7327511993848,604.1492680136374
200.0,548.2567912650034,612.8663000786954,476.36294264359447
210.0,538.1429001291821,512.7797825802147,539.0882296246527
220.0,557.8734544349476,562.0706985303751,472.70482287605154
230.0,525.2644818840811,573.7936235516634,480.0169879824234
240.0,450.87163913332694,512.9941282920058,472.24738152875676
250.0,474.47041822478417,482.8667385650075,540.5598319056854
260.0,433.699664244086,433.82256288371605,397.6610148248109
270.0,432.4994626125902,510.7806217372174,468.64475646104466
280.0,434.3142649362655,387.0662464358576,440.11273858196824
290.0,496.04832730145995,488.3401738406911,437.64989908967516
300.0,446.54815181096797,445.614745593978,388.2315022607308
310.0,412.62813485288973,368.90177213195074,329.2304946469948
320.0,390.7500447231687,316.7677408822779,338.45820512704177
330.0,449.03440786098173,344.1158485340128,315.5839766482562
340.0,335.0336950741353,413.53970685726955,354.012194849613
350.0,356.6603850818976,387.5885192267449,311.3762338638023
360.0,360.1360251387018,314.6189846622592,301.5455328136877
370.0,347.6967891475801,333.86114926665715,386.01682588699526
380.0,299.20261641990663,281.4328711910687,346.6974964845117
390.0,333.5015269337128,315.1879288923306,306.44824781281915
400.0,336.79139998898074,295.7157431435986,322.38784189852146
410.0,300.8634586354475,221.95991839242564,281.7950244974311
420.0,303.05431767460465,269.152942172273,369.45060089922674
