time_min,replicate_1,replicate_2,replicate_3
0.0,0.18594092221378222,3.381200989211223,0.7272119043823999
10.0,286.38188152510844,306.57110687240834,343.4883654390094
20.0,633.0991476696794,655.8491726123422,756.283301992146
30.0,786.0451389142215,661.6149878010516,784.0356266054218
40.0,622.7552881134787,843.6390609720575,821.2266269524436
50.0,709.3677197272955,716.8219970602993,781.6574316293622
60.0,820.3620210768578,731.1149063134551,586.1979059161201
70.0,745.0389581001662,807.9694908116453,654.7709196197831
80.0,711.0998969612322,771.2869695829518,789.9725404606075
90.0,791.1853398941009,706.727639392442,668.1826665512418
100.0,732.3106324710822,704.8101095044852,727.8283200509222
110.0,691.7111563840699,660.7094965391627,587.3315895429671
120.0,567.6553138586905,557.8502776628096,544.1778375243637
130.0,509.0642192984688,532.2373874159362,551.4793366042621
140.0,586.5144637096191,672.0448383774429,656.8208233041097
150.0,564.5989122928963,596.0558628258237,669.3951689523968
160.0,586.2567528735166,664.1373682462283,553.7952556030856
170.0,625.4147075156474,576.0995487526548,544.8420223759379
180.0,493.2803983206669,652.6728591083906,547.5128849881122
190.0,509.09226669670187,569.8128668569685,596.0935538497191
200.0,573.4211417227888,565.8443325042598,554.6059889124474
210.0,621.6029711332167,534.2436624160121,580.3555745846779
220.0,471.93941134755084,505.43666978042046,453.09890363741107
230.0,564.4969062205131,601.0658753538238,457.89792707195136
240.0,511.2429593358672,527.0936470548877,563.9637036952616
250.0,560.2402905998055,511.8433355043815,441.3940287618745
260.0,487.44500383494164,547.9610928724809,479.6065350682768
270.0,442.2220933158839,490.22258390556925,549.5959606809621
280.0,566.0154587845776,582.5560777057362,571.7097373578055
290.0,486.08001222415464,504.4249717486106,524.5671675044792
300.0,477.5305982311962,426.5971013425966,413.0180856578678
310.0,400.53544292413585,540.5704027297677,489.94231609150745
320.0,495.19619611616906,458.9364158499809,541.7092240313441
330.0,337.70089961820076,452.0840776937588,465.8987457642001
340.0,311.65653096042047,462.9891236202466,393.6856430360288
350.0,423.4588310931985,502.1117214694128,426.2584151463102
360.0,419.87698043152943,468.5943822344179,407.0180504461054
370.0,335.4103030653109,452.60289321603835,332.55952680557886
380.0,386.82138987279956,397.60096217712857,385.4830701765333
390.0,377.11908566861166,374.15392731349243,438.22017032738086
400.0,367.0319076280781,426.5369826820377,437.4378551646814
410.0,364.41835238807374,421.91453688162284,414.33727803761775
420.0,398.74061126395844,391.4065322684709,389.4686330792937
