time_min,replicate_1,replicate_2,replicate_3
0.0,-0.6872091028071842,-13.774985380991884,-1.924384585608148
10.0,336.5294759984552,323.02118268931844,278.37600650870536
20.0,671.2926403108594,665.0397190733231,787.0461609000882
30.0,717.3342904858674,773.6611119377271,716.5095208757467
40.0,868.6462882753752,682.4252738309368,750.7303700331187
50.0,915.8951633117899,737.2467352558726,724.7937518343367
60.0,745.4055359387621,979.4577632541921,810.7392824759829
70.0,522.792418062547,739.3711634974821,719.6723865220149
80.0,758.2670992647708,614.1629038689995,763.908784835049
90.0,579.8196373834536,648.5178183878456,770.0021966729109
100.0,696.234161790918,683.0521712071326,701.8357380808085
110.0,762.3888160696628,789.3629175922875,563.6782572007321
120.0,686.1811453093131,729.1272916242668,616.0564983628633
130.0,637.3674213379181,489.60230279417686,670.9657899345541
140.0,705.0649421428096,593.3928944735887,665.7329631500878
150.0,530.9207545639439,506.0784331821627,568.4520015533882
160.0,597.3542425050075,597.5499714763869,582.3989893382258
170.0,521.2002432180333,584.3402728464185,628.782305484741
180.0,596.3810120277041,602.8884618634913,643.4126963843077
190.0,512.6920181381307,563.440793024716,553.2244327133593
200.0,494.38587251997996,632.3036086441975,500.72415945329766
210.0,588.2202687361861,498.730223523943,466.0616893792586
220.0,550.633994853549,577.2562802945948,541.5397235018494
230.0,563.7589473331167,485.4890177008755,496.14740347597836
240.0,574.8206087058428,544.848188926688,453.01878467895887
250.0,468.29220664525633,542.5647396825572,507.68280366101146
260.0,485.2520774023934,587.9045646184438,503.28113568436754
270.0,411.24445897812615,490.69962980660875,551.6830428032305
280.0,520.4416159982483,543.6725127897978,444.09576780904615
290.0,521.6002923994423,442.3721930010625,505.6098431402145
300.0,409.3411750257453,508.284794287461,442.28714786996136
310.0,384.9107340780058,451.4001503084348,526.9425897047123
320.0,443.9362785702134,394.3790736329648,435.69410970087023
330.0,442.45008835465256,468.4018783647601,482.6213708382836
340.0,452.73416404452564,483.1983458945835,455.0922777993844
350.0,428.8989921474934,311.45106763779944,468.0559337089336
360.0,339.712961500771,460.5196450576553,506.86524927799303
370.0,458.3448623904516,349.39791484499335,380.2509272917958
380.0,367.8826203359103,348.4312252306601,373.34626779971296
390.0,364.3053465797218,324.4384892155285,360.40205171150376
400.0,374.147415612565,423.55131604076996,315.3543676490755
410.0,392.02839607882197,387.6308677815922,439.44082974638695
420.0,335.8366068632783,331.9602924522811,335.24152618737395
