time_min,replicate_1,replicate_2,replicate_3
0.0,-5.664903595413286,0.07598099201494218,3.3740939204287983
10.0,212.48789325699116,220.97128603594453,176.02222709781995
20.0,528.0142460259219,533.3732702324717,555.2663240694012
30.0,812.6507434929777,774.1627290171599,766.5113560599799
40.0,823.7134326908634,850.0940217379232,747.0141624389183
50.0,683.5170641763384,660.7146285648358,901.9582856123644
60.0,903.2213780298879,722.3817938589592,648.701742939787
70.0,691.3199800316916,717.823340093444,698.0220186404923
80.0,588.4243647660214,911.7793915720478,609.3389228409565
90.0,686.1935597120518,656.7406440358748,678.6152840763241
100.0,663.1902000097656,703.9535623813352,627.7319840331261
110.0,601.3558932380262,668.6692475021814,575.7269319968193
120.0,615.2972412603114,661.8980053567068,439.99392112982247
130.0,564.1649522960976,664.1707313599344,657.9493324388039
140.0,594.8031933436077,761.6853452050751,522.0316841235581
150.0,401.8284754162977,636.0389266933635,505.93158565693244
160.0,731.4757524535211,596.5401200543456,628.100560166056
170.0,551.865170170859,445.5610515408944,534.5812097685503
180.0,626.4538768160347,531.0006622532721,556.972286750499
190.0,532.8412717534876,710.4076827686824,521.3365645012627
200.0,534.0135287228495,550.2446247403958,616.8976563935119
210.0,585.9363806772434,548.7049168164405,565.8005359161601
220.0,531.9565348939824,597.2919219988044,505.4631864267094
230.0,441.30627707462776,544.3872047933847,472.2754305921691
240.0,658.8532950377316,482.9876724789367,544.5956638361054
250.0,443.2064200185007,538.5130507524899,468.461536442156
260.0,455.9709581022704,623.4603593962148,596.4157957310969
270.0,508.97440699060525,523.150884252701,529.252351569631
280.0,488.1640965774303,491.5545770643488,520.0045350466532
290.0,432.04081154334074,460.6162689045504,446.8831374542217
300.0,491.5628757587027,515.0733423293204,446.77235450196724
310.0,424.7342224567013,454.74624326940966,586.6396449331597
320.0,439.8626992764342,398.59240194276873,485.7484864581953
330.0,382.954180900655,403.0435564191304,493.059395598408
340.0,437.1242330673026,530.882939713608,509.6625934672702
350.0,536.7842626658361,516.4369187638812,464.0362560941798
360.0,521.3787872916319,455.6966347736244,402.6033445300279
370.0,424.51006002980137,445.8964684550839,446.25315169699724
380.0,440.1262240063032,433.0772377387633,453.41621185526947
390.0,471.6134455527749,399.9790769402667,494.4731630850424
400.0,503.51823250596067,530.1934955772247,462.0845354050906
410.0,408.4607158077282,388.507068696387,372.2280624926248
420.0,434.5234873548169,411.0816711768169,413.4971877093619
