time_min,replicate_1,replicate_2,replicate_3
0.0,-4.803415715058511,2.2968442820414983,-0.9458952194308946
10.0,1102.6157348128597,909.7206151521524,920.9495199928355
20.0,717.3710082607494,1162.8560350533548,973.4679547081129
30.0,877.8016860937358,886.390298931699,1044.1400862364371
40.0,868.2269359342545,675.0695947615785,862.8678035428611
50.0,973.2184789783623,872.433619767337,778.2416794737119
60.0,872.959412556342,820.6398817086395,915.3888636809363
70.0,773.529974369916,756.6115944534146,818.2466454460921
80.0,670.9250295623527,838.9275856038591,649.5203359740075
90.0,741.9139004668399,567.2158812487925,726.5279572080054
100.0,728.2003716835982,794.9107816658884,813.5853921406913
110.0,706.2689950957246,740.5515837663571,706.7673178046244
120.0,754.6008738363236,683.3755755127125,815.9808630587665
130.0,642.880347379223,610.5352310300207,673.0000363713577
140.0,547.6647825268379,833.7107483410015,690.5427235788247
150.0,693.7496074583865,699.5852650378234,657.6844100012881
160.0,611.7443774550045,644.5589277626535,692.2515752582082
170.0,614.960404936463,655.673051501191,604.7462926705739
180.0,593.5703948595384,624.3948813737072,504.65956624983363
190.0,648.0380641004803,537.0451788035796,627.556805571205
200.0,606.0414250072312,651.9455536389216,563.0505644152455
210.0,522.4926336487167,545.3454386056579,485.9789738249671
220.0,564.9369585380776,614.4964125306418,482.7246562485025
230.0,462.36883294250015,558.5151678796846,601.0678559721232
240.0,508.0859775679131,503.4666333698403,510.981082946365
250.0,504.78211674503734,552.9036658107756,561.4748635759616
260.0,564.9803346479923,407.8638049678404,454.6639940860596
270.0,483.2923667769393,461.64725526418624,408.5094871533715
280.0,444.0772060229993,375.20881785361865,502.858549266144
290.0,419.6381670298662,430.2176081173098,408.59327978118586
300.0,325.11749972557413,369.45968492157334,466.17883403701944
310.0,367.6175792436086,377.45387169922634,435.74408475011717
320.0,387.24978404231456,425.04367509596403,434.09975706277777
330.0,325.446133266931,396.0295163718502,352.569839505083
340.0,322.90669170569794,381.2229979384247,360.7679477714799
350.0,335.75594642013147,309.491620545015,322.80437682121016
360.0,342.7183239179883,326.94382084151226,346.4466004512203
370.0,312.4371676429749,336.9091869641258,295.4198790331701
380.0,323.562252307506,356.6441903042307,302.1773767591106
390.0,291.5393636241661,384.9258721313344,323.45467366398884
400.0,283.58533481994834,282.2920728053545,276.3567796014149
410.0,330.1735314679387,252.82666783409525,275.1343346936716
420.0,316.7243072679984,364.4881990404967,286.6987016054183
