time_min,replicate_1,replicate_2,replicate_3
0.0,6.990161922583643,3.5024910510908054,0.8376103283415106
10.0,315.3951986421643,324.41240493850876,252.03599390925632
20.0,618.7178617424289,585.1936413323635,620.0569249780597
30.0,786.1101590817934,837.5427551337283,626.3007590659956
40.0,747.5485088467399,806.5854199197607,796.1864341118696
50.0,784.447271730284,858.8341057269909,782.2995106952219
60.0,961.8024486408459,771.0977180209413,820.8446024571847
70.0,713.6366413479384,911.3286382089332,722.9824713168307
80.0,663.9372706344468,681.8102652760363,642.2827002214187
90.0,671.6217844917869,784.4845040024397,721.9163835385278
100.0,751.4520376586735,576.154218736889,601.7866517462418
110.0,668.0659170560858,504.3931805955159,583.4976512839344
120.0,673.2851179020975,553.0979420988924,628.4924031317664
130.0,602.2556710249345,652.3608220643475,677.1950559575208
140.0,650.1566300391758,716.0087101975348,597.5849997690469
150.0,515.5521243123043,570.4096793062239,615.6169765507059
160.0,563.136234368151,528.8308762989541,586.9324459796846
170.0,523.3397345184746,484.9921574095763,546.492694172925
180.0,595.6382021401524,515.8686476122156,523.9624104334231
190.0,506.821471519011,486.8393068005588,563.6970129432541
200.0,562.7306694850975,559.1873151997727,508.1656142958884
210.0,439.79558530884236,533.6801558955617,485.75109774100264
220.0,408.64752967703373,471.3225239893446,436.79791009057436
230.0,552.2545739670796,502.4460746930789,531.8292462000531
240.0,381.1591044577616,450.7838884559548,445.59095034153376
250.0,411.6071089430746,475.06768733927964,565.3968215590895
260.0,455.9652193197287,528.724930589337,523.6084636549195
270.0,610.1104621140263,443.21210476075515,487.9347325578928
280.0,472.7605580463899,471.93097514280544,443.64904373409337
290.0,482.6537780767245,551.5286432747911,530.9663091497113
300.0,426.24110441799263,425.05629986462225,577.8527145254235
310.0,499.482439752559,446.12354464062247,518.4707758239647
320.0,418.6448823537398,526.7933737144431,486.4899066843591
330.0,410.52902961506476,540.6729657129656,554.4642153738849
340.0,410.98578413954243,480.02658141208497,414.2419445236158
350.0,427.5960399746563,248.83827048063065,563.4772887837405
360.0,410.1987907575681,510.9465308163442,485.2286100765213
370.0,434.58566594983375,478.5645487798762,490.46367543556715
380.0,487.60689747532933,428.35630030326814,442.4202231886136
390.0,427.1364898761508,495.06481657045606,406.6394102546386
400.0,450.83846940389543,456.2447307417982,474.83017109451663
410.0,367.9499521154031,419.7236933604323,415.5472542078867
420.0,524.1258577551878,493.8250465561532,433.62043589009545
